问题id,问题,实体答案,final_ans1,ans_list
858,20200617日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,N_A,N_A,[]
859,我想知道鹏扬聚利六个月持有期债券A基金在20201231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,N_A,N_A,[]
860,请帮我查询下，在2021年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,N_A,N_A,[]
861,勤上有限何时变更为内资企业？,东莞勤上光电股份有限公司,"勤上有限在2007年10月29日变更为内资企业。
勤上有限于2007年10月经东莞外经局以东外经贸资［2007］2659号《关于提前终止合资企业东莞勤上五金塑胶制品有限公司合同及章程的批复》批准，变为内资企业。
勤上有限从未变更为内资企业。
勤上有限在2007年10月31日办理了变更登记，变成了内资企业。
勤上有限在2007年外资股退出后变更为内资企业。
根据提供的资料，没有说明勤上有限何时变更为内资企业。
勤上有限于2007年10月12日董事会决议，合资企业变更为内资企业。
勤上有限从未变更过企业性质，始终是内资企业。
","['勤上有限在2007年10月29日变更为内资企业。', '勤上有限于2007年10月经东莞外经局以东外经贸资［2007］2659号《关于提前终止合资企业东莞勤上五金塑胶制品有限公司合同及章程的批复》批准，变为内资企业。', '勤上有限从未变更为内资企业。', '勤上有限在2007年10月31日办理了变更登记，变成了内资企业。', '勤上有限在2007年外资股退出后变更为内资企业。', '根据提供的资料，没有说明勤上有限何时变更为内资企业。', '勤上有限于2007年10月12日董事会决议，合资企业变更为内资企业。', '勤上有限从未变更过企业性质，始终是内资企业。']"
862,北京天宜上佳高新材料股份有限公司的注册资本是多少？,北京天宜上佳高新材料股份有限公司,"北京天宜上佳高新材料股份有限公司的注册资本是 10,021.4297万元。
北京天宜上佳新材料股份有限公司的注册资本是 9,265.5556万元。
北京天宜上佳高新材料股份有限公司的注册资本是40,085.7188万元。
北京天宜上佳高新材料股份有限公司的注册资本是400,857,188元。
北京天宜上佳高新材料股份有限公司的注册资本是10,021.4297万元。
北京天宜上佳新材料股份有限公司的注册资本是40,085.7188万元。
北京天宜上佳新材料股份有限公司的注册资本是8,339万元。
北京天宜上佳高新材料股份有限公司的注册资本是1,000万元。
","['北京天宜上佳高新材料股份有限公司的注册资本是 10,021.4297万元。', '北京天宜上佳新材料股份有限公司的注册资本是 9,265.5556万元。', '北京天宜上佳高新材料股份有限公司的注册资本是40,085.7188万元。', '北京天宜上佳高新材料股份有限公司的注册资本是400,857,188元。', '北京天宜上佳高新材料股份有限公司的注册资本是10,021.4297万元。', '北京天宜上佳新材料股份有限公司的注册资本是40,085.7188万元。', '北京天宜上佳新材料股份有限公司的注册资本是8,339万元。', '北京天宜上佳高新材料股份有限公司的注册资本是1,000万元。']"
863,20210701日，请给出博道嘉兴一年持有期混合基金的管理人和累计单位净值。,N_A,N_A,[]
864,请查询：在20200319，属于申万二级电气自动化设备行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,N_A,N_A,[]
865,西部利得得尊纯债债券C基金在20211231且报告类型是季报的持债市值中，哪类债券市值最高？,N_A,N_A,[]
866,2015年2016 年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为多少？,汉嘉设计集团股份有限公司,"2015年-2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为67.70%和66.79%。
2015年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为67.70%。2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为66.79%。
2015年汉嘉设计集团股份有限公司人工费用占主营业务成本比例为67.70%，2016年人工费用占主营业务成本比例为66.79%。
2015年-2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为67.70%和66.79%。
2015年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为67.70%。2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为66.79%。
2015年，汉嘉设计集团股份有限公司人工费用占主营业务成本比例为67.70%。2016年，汉嘉设计集团股份有限公司人工费用占主营业务成本比例为66.79%。
","['2015年-2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为67.70%和66.79%。', '2015年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为67.70%。2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为66.79%。', '2015年汉嘉设计集团股份有限公司人工费用占主营业务成本比例为67.70%，2016年人工费用占主营业务成本比例为66.79%。', '2015年-2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为67.70%和66.79%。', '2015年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为67.70%。2016年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例为66.79%。', '2015年，汉嘉设计集团股份有限公司人工费用占主营业务成本比例为67.70%。2016年，汉嘉设计集团股份有限公司人工费用占主营业务成本比例为66.79%。']"
867,浙江双飞无油轴承股份有限公司客户为哪些行业的企业？,浙江双飞无油轴承股份有限公司,"浙江双飞无油轴承股份有限公司的客户主要为汽车行业以及工程机械、模具等为代表的装备制造业行业。
浙江双飞无油轴承股份有限公司的产品广泛应用于汽车行业、工程机械、模具及液压等机械工业、能源、航空等多领域。
浙江双飞无油轴承股份有限公司的客户群体覆盖面广，下游延伸产业链长，客户覆盖汽车制造、工程机械、模具制造、液压设备、塑料机械等十几个行业。
浙江双飞无油轴承股份有限公司的客户主要包括汽车、摩托车、家电、工程机械等行业的企业。
浙江双飞无油轴承股份有限公司的产品应用范围广泛，包括汽车行业、液压、农机、模具等众多行业。
根据提供的资料，浙江双飞无油轴承股份有限公司的客户主要包括汽车配套行业、工程机械行业、液压行业、农业机械、工程建筑机械、塑料机械、机床、船舶等行业的企业。
浙江双飞无油轴承股份有限公司的客户主要来自汽车制造、工程机械、模具制造及液压设备等机械行业，以及家用办公自动化设备、建筑、能源、航空航天及轨道交通等行业。
浙江双飞无油轴承股份有限公司的客户大多为国内外知名的汽车配件、工程机械、模具制造、液压设备等企业。
根据提供的资料，浙江双飞无油轴承股份有限公司的客户主要包括汽车行业和工程机械行业。此外，该公司还向模具行业和部分客户提供产品。
浙江双飞无油轴承股份有限公司的产品应用于能源、航空、汽车、机械工业等多个领域。
","['浙江双飞无油轴承股份有限公司的客户主要为汽车行业以及工程机械、模具等为代表的装备制造业行业。', '浙江双飞无油轴承股份有限公司的产品广泛应用于汽车行业、工程机械、模具及液压等机械工业、能源、航空等多领域。', '浙江双飞无油轴承股份有限公司的客户群体覆盖面广，下游延伸产业链长，客户覆盖汽车制造、工程机械、模具制造、液压设备、塑料机械等十几个行业。', '浙江双飞无油轴承股份有限公司的客户主要包括汽车、摩托车、家电、工程机械等行业的企业。', '浙江双飞无油轴承股份有限公司的产品应用范围广泛，包括汽车行业、液压、农机、模具等众多行业。', '根据提供的资料，浙江双飞无油轴承股份有限公司的客户主要包括汽车配套行业、工程机械行业、液压行业、农业机械、工程建筑机械、塑料机械、机床、船舶等行业的企业。', '浙江双飞无油轴承股份有限公司的客户主要来自汽车制造、工程机械、模具制造及液压设备等机械行业，以及家用办公自动化设备、建筑、能源、航空航天及轨道交通等行业。', '浙江双飞无油轴承股份有限公司的客户大多为国内外知名的汽车配件、工程机械、模具制造、液压设备等企业。', '根据提供的资料，浙江双飞无油轴承股份有限公司的客户主要包括汽车行业和工程机械行业。此外，该公司还向模具行业和部分客户提供产品。', '浙江双飞无油轴承股份有限公司的产品应用于能源、航空、汽车、机械工业等多个领域。']"
868,湖南长远锂科股份有限公司的采购模式是怎样的？,湖南长远锂科股份有限公司,"湖南长远锂科股份有限公司向宁德时代及其下属子公司销售的产品主要为三元正极材料，采购主要原材料为三元前驱体。公司向其销售的三元正极材料产品大部分为特定型号产品，非市场通用型产品，对应的三元前驱体原材料只能由公司自产或者从其指定的供应商采购。鉴于宁德时代在产业链的优势地位，相关交易过程中通常会要求优先采购其下属子公司的三元前驱体等原材料。因此，公司向宁德时代的销售金额变化的情形下，向其下属子公司的采购金额也同步变化。此外，湖南邦普作为目前国内领先的废旧锂电池资源化回收处理企业，能够提供较为稳定的硫酸镍、硫酸钴、碳酸锂等金属盐原材料，基于有利于维护下游重点客户关系的商业考虑，公司在满足原材料品质要求、符合价格标准的条件下，也会向湖南邦普采购金属盐原材料。
湖南长远锂科股份有限公司建立了健全的采购管理制度，包括《湖南长远锂科股份有限公司采购管理规定》、《湖南长远锂科股份有限公司采购方式管理办法》、《湖南长远锂科股份有限公司采购议价管理办法》、《湖南长远锂科股份有限公司招标管理办法》、《湖南长远锂科股份有限公司供应商管理办法》等制度，规范公司采购行为，防范采购风险。具体举措如下：①请购与审批管理公司建立了健全的请购与审批管理流程。各部门采购业务均需要经授权的请购人申请，由部门负责人审核，按审批权限呈交主管副总经理、财务总监及总经理审批后，方可交由采购部实施采购。公司各部门在提交请购申请时，需提前明确部门采购业务的请购人及请购权限，并报采购部备案。对于未履行请购和审批程序的采购项目，采购部会拒绝实施采购。②招标采购管理公司按照国家有关电子招标投标管理办法和《湖南长远锂科股份有限公司招标管理办法》建立了招标采购管理的长效机制，采购部严格遵守国家、地方政府和行业主管部门的有关招标投标的法律、法规和规章制度开展招标业务，明确招标采购方式（公开招标、邀请招标）和非招标采购方式（询价采购、竞争性谈判、单一来源采购等）的适用条件和业务流程，避免采购风险和利益输送情况。③采购平台使用公司的采购项目原则上均通过采购平台开展，通过采购平台实现有关采购计划提请采买及签约等全业务流程的信息化管理，提高采购效率，保证采购质量。④付款管理公司采购人员根据合同约定的时间及时支付采购款项，大额采购付款提前报送付款计划。付款时，按照财务部规定的单据、付款依据、审批权限、审批流程进行办理。采购部建立采购付款登记台账，对每份合同的付款情况进行过程跟踪和管理，并与财务部定期核对有关票据和金额。⑤供应商管理公司采购部负责组织通过采购平台对供应商的统一管理。对供应商实施准入、考核、分类管理和退出机制，对合格供应商实行动态管理。
湖南长远锂科股份有限公司的采购方面主要采取以销定产、以产定采的模式，根据销售计划制定生产计划，根据生产计划制定采购计划，以此建立合理安全库存。
湖南长远锂科股份有限公司的采购模式是采取以销定产、以产定采的采购模式。每月召开订单评审会，根据销售计划制定月度生产计划，根据生产计划制定月度采购计划，按计划实施采购。采购部持续对主要原材料价格进行跟踪与研判，按市场走势及时调整采购量与采购频率。
湖南长远锂科股份有限公司的采购模式主要采取以销定产、以产定采的模式，根据销售计划制定生产计划，根据生产计划制定采购计划，以此建立合理安全库存。
湖南长远锂科股份有限公司向前五大供应商采购金额占当期原材料采购总额的比例分别为66.94%和59.83%，不存在单一供应商采购比例超过50%的情况。2019年度，公司对湖南邦普的采购占比提升到53.09%，主要原因系2019年下游新能源动力电池行业集中度进一步提升，公司深化与宁德时代及其下属企业合作。
湖南长远锂科股份有限公司的采购模式主要包括向湖南邦普采购三元前驱体以及向市场采购硫酸钴。对于三元前驱体，公司报告期内主要从湖南邦普采购，占比分别为99.87%、93.97%和99.78%。而对于硫酸钴，公司采购价格和市场价格变动情况与市场价格变动趋势保持一致。另外，公司主要能源供应为电力，价格基本稳定。
长远锂科的采购模式主要是以销定采，根据订单及生产计划安排采购。公司的采购部门主要负责对供应商进行筛选和管理，并负责采购合同的签订及执行。同时，公司也会根据市场行情及时调整采购策略，保证原材料的稳定供应。此外，公司还会通过委外加工的方式补充部分产能不足。
湖南长远锂科股份有限公司的采购模式主要包括定价联动、以销定产和拓宽供应商范围三种方式。1. 定价联动:除部分新产品或特色产品外，公司成熟产品销售主要遵循“材料成本+加工利润”的成本加成定价原则，综合考虑主要原材料价格、辅材价格、生产加工费用、利润等因素确定销售价格。公司基于主要原材料市场价格调整产品销售价格，通过定价联动的模式应对主要原材料价格波动可能带来的不利影响。2. 以销定产:公司主要采用以销定产的生产销售模式，根据在手订单情况提前采购主要原材料，避免发生大规模存货的堆积。同时，公司将加强存货管理，提升存货使用效率，加快存货周转速度，从而降低主要原材料价格波动对公司经营业绩的影响。3. 拓宽供应商范围:发行人将积极拓展新的符合企业生产经营要求的供应商，提高自身采购端议价能力。同时，不断提升工艺水平，提高生产工艺对各类原材料的适用性，应对主要原材料价格波动的不利影响。
湖南长远锂科股份有限公司向湖南邦普采购三元前驱体、硫酸镍、碳酸锂和硫酸钴。对于三元前驱体，2018年至2019年度，发行人向湖南邦普采购的均价变动趋势整体与公开市场价格基本保持一致，整体采购均价相比略低，主要原因系采购具体产品的细分型号存在差异；2020年度发行人向湖南邦普采购三元前驱体的均价相对公开市场价格较高，主要系发行人向其采购的三元前驱体主要为单价较高的6系、8系三元前驱体所致。对于硫酸镍，报告期内，发行人向湖南邦普采购硫酸镍金额占其外购硫酸镍的比例分别为4.43%、50.83%和8.02%，发行人采购均价略低于市场平均报价，主要原因系发行人采购量较大，具有一定的议价能力所致。对于碳酸锂，报告期内，发行人向广东邦普及湖南邦普采购碳酸锂金额占其外购碳酸锂的比例分别为39.58%、51.72%和21.96%，公司报告期内采购均价变动趋势与市场价格变动趋势保持一致。对于硫酸钴，报告期内，发行人向湖南邦普采购硫酸钴金额占其外购硫酸钴的比例分别为1.51%、31.77%和26.56%，公司报告期内采购均价变动趋势与市场价格变动趋势保持一致。
","['湖南长远锂科股份有限公司向宁德时代及其下属子公司销售的产品主要为三元正极材料，采购主要原材料为三元前驱体。公司向其销售的三元正极材料产品大部分为特定型号产品，非市场通用型产品，对应的三元前驱体原材料只能由公司自产或者从其指定的供应商采购。鉴于宁德时代在产业链的优势地位，相关交易过程中通常会要求优先采购其下属子公司的三元前驱体等原材料。因此，公司向宁德时代的销售金额变化的情形下，向其下属子公司的采购金额也同步变化。此外，湖南邦普作为目前国内领先的废旧锂电池资源化回收处理企业，能够提供较为稳定的硫酸镍、硫酸钴、碳酸锂等金属盐原材料，基于有利于维护下游重点客户关系的商业考虑，公司在满足原材料品质要求、符合价格标准的条件下，也会向湖南邦普采购金属盐原材料。', '湖南长远锂科股份有限公司建立了健全的采购管理制度，包括《湖南长远锂科股份有限公司采购管理规定》、《湖南长远锂科股份有限公司采购方式管理办法》、《湖南长远锂科股份有限公司采购议价管理办法》、《湖南长远锂科股份有限公司招标管理办法》、《湖南长远锂科股份有限公司供应商管理办法》等制度，规范公司采购行为，防范采购风险。具体举措如下：①请购与审批管理公司建立了健全的请购与审批管理流程。各部门采购业务均需要经授权的请购人申请，由部门负责人审核，按审批权限呈交主管副总经理、财务总监及总经理审批后，方可交由采购部实施采购。公司各部门在提交请购申请时，需提前明确部门采购业务的请购人及请购权限，并报采购部备案。对于未履行请购和审批程序的采购项目，采购部会拒绝实施采购。②招标采购管理公司按照国家有关电子招标投标管理办法和《湖南长远锂科股份有限公司招标管理办法》建立了招标采购管理的长效机制，采购部严格遵守国家、地方政府和行业主管部门的有关招标投标的法律、法规和规章制度开展招标业务，明确招标采购方式（公开招标、邀请招标）和非招标采购方式（询价采购、竞争性谈判、单一来源采购等）的适用条件和业务流程，避免采购风险和利益输送情况。③采购平台使用公司的采购项目原则上均通过采购平台开展，通过采购平台实现有关采购计划提请采买及签约等全业务流程的信息化管理，提高采购效率，保证采购质量。④付款管理公司采购人员根据合同约定的时间及时支付采购款项，大额采购付款提前报送付款计划。付款时，按照财务部规定的单据、付款依据、审批权限、审批流程进行办理。采购部建立采购付款登记台账，对每份合同的付款情况进行过程跟踪和管理，并与财务部定期核对有关票据和金额。⑤供应商管理公司采购部负责组织通过采购平台对供应商的统一管理。对供应商实施准入、考核、分类管理和退出机制，对合格供应商实行动态管理。', '湖南长远锂科股份有限公司的采购方面主要采取以销定产、以产定采的模式，根据销售计划制定生产计划，根据生产计划制定采购计划，以此建立合理安全库存。', '湖南长远锂科股份有限公司的采购模式是采取以销定产、以产定采的采购模式。每月召开订单评审会，根据销售计划制定月度生产计划，根据生产计划制定月度采购计划，按计划实施采购。采购部持续对主要原材料价格进行跟踪与研判，按市场走势及时调整采购量与采购频率。', '湖南长远锂科股份有限公司的采购模式主要采取以销定产、以产定采的模式，根据销售计划制定生产计划，根据生产计划制定采购计划，以此建立合理安全库存。', '湖南长远锂科股份有限公司向前五大供应商采购金额占当期原材料采购总额的比例分别为66.94%和59.83%，不存在单一供应商采购比例超过50%的情况。2019年度，公司对湖南邦普的采购占比提升到53.09%，主要原因系2019年下游新能源动力电池行业集中度进一步提升，公司深化与宁德时代及其下属企业合作。', '湖南长远锂科股份有限公司的采购模式主要包括向湖南邦普采购三元前驱体以及向市场采购硫酸钴。对于三元前驱体，公司报告期内主要从湖南邦普采购，占比分别为99.87%、93.97%和99.78%。而对于硫酸钴，公司采购价格和市场价格变动情况与市场价格变动趋势保持一致。另外，公司主要能源供应为电力，价格基本稳定。', '长远锂科的采购模式主要是以销定采，根据订单及生产计划安排采购。公司的采购部门主要负责对供应商进行筛选和管理，并负责采购合同的签订及执行。同时，公司也会根据市场行情及时调整采购策略，保证原材料的稳定供应。此外，公司还会通过委外加工的方式补充部分产能不足。', '湖南长远锂科股份有限公司的采购模式主要包括定价联动、以销定产和拓宽供应商范围三种方式。1. 定价联动:除部分新产品或特色产品外，公司成熟产品销售主要遵循“材料成本+加工利润”的成本加成定价原则，综合考虑主要原材料价格、辅材价格、生产加工费用、利润等因素确定销售价格。公司基于主要原材料市场价格调整产品销售价格，通过定价联动的模式应对主要原材料价格波动可能带来的不利影响。2. 以销定产:公司主要采用以销定产的生产销售模式，根据在手订单情况提前采购主要原材料，避免发生大规模存货的堆积。同时，公司将加强存货管理，提升存货使用效率，加快存货周转速度，从而降低主要原材料价格波动对公司经营业绩的影响。3. 拓宽供应商范围:发行人将积极拓展新的符合企业生产经营要求的供应商，提高自身采购端议价能力。同时，不断提升工艺水平，提高生产工艺对各类原材料的适用性，应对主要原材料价格波动的不利影响。', '湖南长远锂科股份有限公司向湖南邦普采购三元前驱体、硫酸镍、碳酸锂和硫酸钴。对于三元前驱体，2018年至2019年度，发行人向湖南邦普采购的均价变动趋势整体与公开市场价格基本保持一致，整体采购均价相比略低，主要原因系采购具体产品的细分型号存在差异；2020年度发行人向湖南邦普采购三元前驱体的均价相对公开市场价格较高，主要系发行人向其采购的三元前驱体主要为单价较高的6系、8系三元前驱体所致。对于硫酸镍，报告期内，发行人向湖南邦普采购硫酸镍金额占其外购硫酸镍的比例分别为4.43%、50.83%和8.02%，发行人采购均价略低于市场平均报价，主要原因系发行人采购量较大，具有一定的议价能力所致。对于碳酸锂，报告期内，发行人向广东邦普及湖南邦普采购碳酸锂金额占其外购碳酸锂的比例分别为39.58%、51.72%和21.96%，公司报告期内采购均价变动趋势与市场价格变动趋势保持一致。对于硫酸钴，报告期内，发行人向湖南邦普采购硫酸钴金额占其外购硫酸钴的比例分别为1.51%、31.77%和26.56%，公司报告期内采购均价变动趋势与市场价格变动趋势保持一致。']"
869,我想知道长城品质成长混合C基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,N_A,N_A,[]
870,鹏华添利宝货币B基金在20210331且报告类型是季报的持债市值中，哪类债券市值最高？,N_A,N_A,[]
871,浙江开尔新材料股份有限公司成立时主要产品有什么？,浙江开尔新材料股份有限公司,"浙江开尔新材料股份有限公司成立时主要产品有立面装饰搪瓷材料、工业保护搪瓷材料、城市服务搪瓷材料三大系列，可广泛应用于地铁、城市隧道、地下人行通道等地下空间内饰景观，电厂脱硫工程，城市公共服务设施等领域。
浙江开尔新材料股份有限公司的主要产品应用于地铁、城市隧道、地下人行通道等地下空间内饰景观以及燃煤电厂脱硫环保、节能设施。
浙江开尔新材料股份有限公司成立时主要产品包括建筑装饰用搪瓷钢板和搪瓷波纹板传热元件。
浙江开尔新材料股份有限公司成立时主要产品有立面装饰搪瓷材料、工业保护搪瓷材料、城市服务搪瓷材料三大系列。
浙江开尔新材料股份有限公司的主要产品有立面装饰搪瓷材料、工业保护搪瓷材料、城市服务搪瓷材料三大系列。
浙江开尔新材料股份有限公司成立时主要产品有搪瓷釉料和新型功能性搪瓷产品。
浙江开尔新材料股份有限公司成立时主要产品为立面装饰搪瓷材料和工业保护搪瓷材料。
浙江开尔新材料股份有限公司成立时主要产品有搪瓷波纹板传热元件和珐琅管。
浙江开尔新材料股份有限公司成立时主要生产和销售新型功能性搪瓷材料，包括立面装饰、工业保护、城市服务三大系列。
浙江开尔新材料股份有限公司的主要产品为立面装饰搪瓷材料和工业保护搪瓷材料。
","['浙江开尔新材料股份有限公司成立时主要产品有立面装饰搪瓷材料、工业保护搪瓷材料、城市服务搪瓷材料三大系列，可广泛应用于地铁、城市隧道、地下人行通道等地下空间内饰景观，电厂脱硫工程，城市公共服务设施等领域。', '浙江开尔新材料股份有限公司的主要产品应用于地铁、城市隧道、地下人行通道等地下空间内饰景观以及燃煤电厂脱硫环保、节能设施。', '浙江开尔新材料股份有限公司成立时主要产品包括建筑装饰用搪瓷钢板和搪瓷波纹板传热元件。', '浙江开尔新材料股份有限公司成立时主要产品有立面装饰搪瓷材料、工业保护搪瓷材料、城市服务搪瓷材料三大系列。', '浙江开尔新材料股份有限公司的主要产品有立面装饰搪瓷材料、工业保护搪瓷材料、城市服务搪瓷材料三大系列。', '浙江开尔新材料股份有限公司成立时主要产品有搪瓷釉料和新型功能性搪瓷产品。', '浙江开尔新材料股份有限公司成立时主要产品为立面装饰搪瓷材料和工业保护搪瓷材料。', '浙江开尔新材料股份有限公司成立时主要产品有搪瓷波纹板传热元件和珐琅管。', '浙江开尔新材料股份有限公司成立时主要生产和销售新型功能性搪瓷材料，包括立面装饰、工业保护、城市服务三大系列。', '浙江开尔新材料股份有限公司的主要产品为立面装饰搪瓷材料和工业保护搪瓷材料。']"
872,请帮我查询在截止2019-06-30的基金定期报告中，基金总赎回份额为零的基金有几个？,N_A,N_A,[]
873,在2020年12月年报(含半年报)中，中欧真益稳健一年持有期混合C基金持有市值最多的前10只股票中，所在证券市场是深圳证券交易所的有几个？,N_A,N_A,[]
874,请帮我查询下，在2020年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,N_A,N_A,[]
875,20190129日，成交金额最大的前三家上市公司的股票代码是什么？按成交金额从大到小给出,N_A,N_A,[]
876,在2019年12月季报中，持有长实集团这一股票且市值占基金资产净值比不小于5%的有几只基金？,N_A,N_A,[]
877,2019年四季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,N_A,N_A,[]
878,青海互助青稞酒股份有限公司本次发行后总股本不超过多少？,青海互助青稞酒股份有限公司,"青海互助青稞酒股份有限公司本次发行前总股本为39,000万股人民币普通股，根据公司2011年第二次临时股东大会决议，公司本次拟向社会公众公开发行不超过6,000万股人民币普通股。因此，本次发行后总股本不超过39,000+6,000=45,000万股。
根据资料，青海互助青稞酒股份有限公司本次发行前总股本为39,000万股人民币普通股。根据公司2011年第二次临时股东大会决议，公司本次拟向社会公众公开发行不超过6,000万股人民币普通股。因此，本次发行后总股本不超过39,000+6,000=45,000万股。
青海互助青稞酒股份有限公司本次发行后总股本不超过6,000万股。
根据资料，青海互助青稞酒股份有限公司本次发行后总股本不超过17,000万股。
青海互助青稞酒股份有限公司本次发行后总股本不超过7500万股。
青海互助青稞酒股份有限公司本次发行后总股本不超过9,000万股。
青海互助青稞酒股份有限公司本次发行后总股本不超过6,000万股。
青海互助青稞酒股份有限公司本次发行后总股本不超过45,000万股。
青海互助青稞酒股份有限公司本次发行后总股本不超过450,000,000股。
根据资料，青海互助青稞酒股份有限公司本次发行后总股本不超过20,800万股。
","['青海互助青稞酒股份有限公司本次发行前总股本为39,000万股人民币普通股，根据公司2011年第二次临时股东大会决议，公司本次拟向社会公众公开发行不超过6,000万股人民币普通股。因此，本次发行后总股本不超过39,000+6,000=45,000万股。', '根据资料，青海互助青稞酒股份有限公司本次发行前总股本为39,000万股人民币普通股。根据公司2011年第二次临时股东大会决议，公司本次拟向社会公众公开发行不超过6,000万股人民币普通股。因此，本次发行后总股本不超过39,000+6,000=45,000万股。', '青海互助青稞酒股份有限公司本次发行后总股本不超过6,000万股。', '根据资料，青海互助青稞酒股份有限公司本次发行后总股本不超过17,000万股。', '青海互助青稞酒股份有限公司本次发行后总股本不超过7500万股。', '青海互助青稞酒股份有限公司本次发行后总股本不超过9,000万股。', '青海互助青稞酒股份有限公司本次发行后总股本不超过6,000万股。', '青海互助青稞酒股份有限公司本次发行后总股本不超过45,000万股。', '青海互助青稞酒股份有限公司本次发行后总股本不超过450,000,000股。', '根据资料，青海互助青稞酒股份有限公司本次发行后总股本不超过20,800万股。']"
879,生态环境建设行业的上游是什么行业？,N_A,N_A,[]
880,华达汽车科技股份有限公司的下游行业是什么？主要客户有哪些？,华达汽车科技股份有限公司,"华达汽车科技股份有限公司的下游行业是整车制造业，再下游为汽车消费市场。主要客户是整车厂商。
华达汽车科技股份有限公司的下游行业是整车制造业，再下游为汽车消费市场。
华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括东风本田、一汽-大众、上汽大众、广汽本田、东风日产等国内知名乘用车整车企业。
华达汽车科技股份有限公司的下游行业是乘用车整车制造业。主要客户包括东风本田、一汽-大众、上汽大众、广汽本田、东风日产等国内知名乘用车整车企业。
华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括整车厂商和汽车零部件制造商。
华达汽车科技股份有限公司的下游行业主要是整车制造业。具体到发行人的主要产品车身零部件领域，下游主要以整车制造业为主，极少涉及汽车维修业务。主要客户包括上海大众、一汽大众、东风日产、广汽丰田等知名整车制造商。
华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括东风日产、一汽大众、上汽通用、长安福特、神龙汽车、北京现代、广汽集团、奇瑞汽车、吉利汽车、长城汽车等国内主要汽车整车厂商。
华达汽车科技股份有限公司的下游行业是汽车整车制造业，主要客户包括神龙汽车有限公司、东风日产乘用车公司、上海大众汽车有限公司等。
华达汽车科技股份有限公司的主要经营业务为乘用车车身冲压件、管类件及相关模具的开发、生产与销售。其主要客户是国内知名汽车整车制造商、发动机厂，如上汽大众、一汽-大众、广汽本田等。
华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括上汽大众、一汽大众、东风日产、广汽丰田、北汽福田等知名整车制造商。
","['华达汽车科技股份有限公司的下游行业是整车制造业，再下游为汽车消费市场。主要客户是整车厂商。', '华达汽车科技股份有限公司的下游行业是整车制造业，再下游为汽车消费市场。', '华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括东风本田、一汽-大众、上汽大众、广汽本田、东风日产等国内知名乘用车整车企业。', '华达汽车科技股份有限公司的下游行业是乘用车整车制造业。主要客户包括东风本田、一汽-大众、上汽大众、广汽本田、东风日产等国内知名乘用车整车企业。', '华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括整车厂商和汽车零部件制造商。', '华达汽车科技股份有限公司的下游行业主要是整车制造业。具体到发行人的主要产品车身零部件领域，下游主要以整车制造业为主，极少涉及汽车维修业务。主要客户包括上海大众、一汽大众、东风日产、广汽丰田等知名整车制造商。', '华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括东风日产、一汽大众、上汽通用、长安福特、神龙汽车、北京现代、广汽集团、奇瑞汽车、吉利汽车、长城汽车等国内主要汽车整车厂商。', '华达汽车科技股份有限公司的下游行业是汽车整车制造业，主要客户包括神龙汽车有限公司、东风日产乘用车公司、上海大众汽车有限公司等。', '华达汽车科技股份有限公司的主要经营业务为乘用车车身冲压件、管类件及相关模具的开发、生产与销售。其主要客户是国内知名汽车整车制造商、发动机厂，如上汽大众、一汽-大众、广汽本田等。', '华达汽车科技股份有限公司的下游行业是汽车行业，主要客户包括上汽大众、一汽大众、东风日产、广汽丰田、北汽福田等知名整车制造商。']"
